transcript	chr	strand	start	end	exon	gene
NM_022373.4	chr7	-	35633689	35694330	9	HERPUD2
NM_022444.3	chr7	-	123115517	123199946	15	SLC13A1
NM_022445.3	chr7	-	144453544	144835602	9	TPK1
NM_022458.3	chr7	-	156684077	156892993	17	LMBR1
NM_022479.2	chr7	+	71132802	71712146	11	WBSCR17
NM_022484.5	chr7	-	112767196	112784825	5	TMEM168
NM_022574.4	chr7	-	100681718	100688238	24	GIGYF1
NM_022728.3	chr7	-	31338254	31339268	2	NEUROD6
NM_022740.4	chr7	-	139572926	139777623	15	HIPK2
NM_022742.4	chr7	+	128792411	128817859	18	CCDC136
NM_022748.11	chr7	-	47278075	47439636	31	TNS3
NM_022750.3	chr7	-	140024559	140062847	12	PARP12
NM_022777.3	chr7	-	101315133	101321709	5	IFT22
NM_022820.4	chr7	+	99828115	99866001	13	CYP3A43
NM_022900.4	chr7	+	94510084	94555758	18	CASD1
NM_023942.2	chr7	+	150336861	150337641	2	LRRC61
NM_023948.4	chr7	+	100612791	100615183	5	MOSPD3
NM_024012.3	chr7	+	155070899	155084487	2	HTR5A
NM_024014.3	chr7	-	27145657	27147749	2	HOXA6
NM_024033.3	chr7	-	135166610	135168922	4	C7orf49
NM_024051.3	chr7	-	30497091	30504709	4	GGCT
NM_024054.2	chr7	-	42909634	42910900	2	C7orf25
NM_024061.3	chr7	+	99560559	99564059	5	ZNF655
NM_024067.3	chr7	+	6590283	6608161	6	C7orf26
NM_024070.3	chr7	+	100219910	100221251	6	PVRIG
NM_024315.2	chr7	-	87196635	87219503	4	TMEM243
NM_024429.1	chr7	-	151557200	151632099	12	PRKAG2
NM_024523.5	chr7	-	127582013	127585182	2	GCC1
NM_024553.2	chr7	+	93232467	93276347	12	VPS50
NM_024625.3	chr7	-	139061031	139109331	9	ZC3HAV1
NM_024636.3	chr7	-	88279397	88284269	5	STEAP4
NM_024637.4	chr7	-	100159927	100167095	4	GAL3ST4
NM_024653.3	chr7	+	102396411	102425111	6	PRKRIP1
NM_024711.5	chr7	-	150627718	150630142	3	GIMAP6
NM_024728.2	chr7	+	40134999	40860479	15	SUGCT
NM_024814.3	chr7	+	107744163	107759178	6	CBLL1
NM_024913.4	chr7	+	120989621	121295652	23	CPED1
NM_024926.3	chr7	+	139133857	139189432	18	TTC26
NM_024963.5	chr7	-	5481774	5513674	5	FBXL18
NM_025031.2	chr7	+	47795335	47819597	3	C7orf69
NM_025154.5	chr7	+	838870	873331	18	SUN1
NM_025250.2	chr7	+	2632155	2661739	14	TTYH3
NM_030636.2	chr7	+	36154324	36299206	8	EEPD1
NM_030647.1	chr7	-	140091093	140176937	20	KDM7A
NM_030661.4	chr7	-	27107914	27110640	3	HOXA3
NM_030796.4	chr7	-	55472854	55572324	5	VOPP1
NM_030798.4	chr7	-	75043031	75073737	11	RCC1L
NM_030900.3	chr7	-	45100324	45109237	9	TBRG4
NM_030935.4	chr7	-	100466958	100478038	5	TSC22D4
NM_030936.3	chr7	+	156643877	156676655	9	RNF32
NM_030961.2	chr7	+	101087312	101089580	3	TRIM56
NM_030984.3	chr7	+	139829387	140020040	12	TBXAS1
NM_031243.2	chr7	-	26192515	26200577	12	HNRNPA2B1
NM_031267.3	chr7	+	39950641	40094980	14	CDK13
NM_031311.3	chr7	-	28995771	29121061	13	CPVL
NM_031414.4	chr7	+	23710285	23832366	24	STK31
NM_031434.3	chr7	-	151081548	151082563	3	TMUB1
NM_031443.3	chr7	+	45000333	45076057	10	CCM2
NM_031449.3	chr7	+	44756249	44767623	19	ZMIZ2
NM_031468.3	chr7	-	71787774	72403369	7	CALN1
NM_031903.2	chr7	+	42932386	42937576	3	MRPL32
NM_031905.4	chr7	+	103075272	103098553	7	ARMC10
NM_031925.2	chr7	-	75987171	75994570	12	TMEM120A
NM_031946.6	chr7	+	151086741	151143943	18	AGAP3
NM_031992.1	chr7	+	74174383	74195308	6	EIF4H
NM_032014.2	chr7	-	43866698	43869495	4	MRPS24
NM_032016.3	chr7	+	38207504	38228854	9	STARD3NL
NM_032120.3	chr7	+	92528813	92536937	5	RBM48
NM_032164.2	chr7	-	99493528	99500093	3	ZNF394
NM_032172.2	chr7	+	6111133	6159457	18	USP42
NM_032222.2	chr7	+	30771493	30892005	18	FAM188B
NM_032295.3	chr7	-	140335262	140382526	12	SLC37A3
NM_032302.3	chr7	-	1567697	1569339	2	PSMG3
NM_032317.2	chr7	-	73682742	73683423	1	DNAJC30
NM_032350.5	chr7	-	997624	1127385	5	C7orf50
NM_032408.3	chr7	-	73442195	73521933	20	BAZ1B
NM_032415.5	chr7	-	2906637	2958506	25	CARD11
NM_032421.2	chr7	+	74317546	74403848	16	CLIP2
NM_032463.2	chr7	+	74215975	74224742	14	LAT2
NM_032464.2	chr7	+	74215975	74224742	14	LAT2
NM_032534.3	chr7	+	149719638	149734047	17	KRBA1
NM_032549.3	chr7	-	110663601	111521447	6	IMMP2L
NM_032581.3	chr7	-	22945588	22991111	11	FAM126A
NM_032599.3	chr7	+	128715441	128731113	7	FAM71F1
NM_032639.3	chr7	+	30028762	30090175	13	PLEKHA8
NM_032643.4	chr7	+	128942081	128948818	9	IRF5
NM_032826.4	chr7	-	134294832	134316751	10	SLC35B4
NM_032831.3	chr7	+	102438956	102447052	3	ORAI2
NM_032842.3	chr7	-	130166450	130205375	15	TMEM209
NM_032924.4	chr7	-	100071142	100077357	6	ZNF3
NM_032936.3	chr7	-	77793971	77794373	2	TMEM60
NM_032944.3	chr7	+	23712117	23832366	24	STK31
NM_032951.2	chr7	-	73593864	73624492	17	MLXIPL
NM_032952.2	chr7	-	73593864	73624492	17	MLXIPL
NM_032953.2	chr7	-	73593864	73624492	17	MLXIPL
NM_032954.2	chr7	-	73593864	73624492	17	MLXIPL
NM_032959.5	chr7	-	102666130	102671601	9	POLR2J2
NM_032982.3	chr7	+	143288455	143305071	11	CASP2
NM_032983.3	chr7	+	143288455	143294299	10	CASP2
NM_032999.3	chr7	+	74689128	74758838	35	GTF2I
NM_033000.3	chr7	+	74689128	74758838	34	GTF2I
NM_033001.3	chr7	+	74689128	74758838	34	GTF2I
NM_033015.3	chr7	-	151076724	151080766	9	FASTK
NM_033017.3	chr7	-	99892162	99919401	7	TRIM4
NM_033023.4	chr7	-	498563	519001	6	PDGFA
NM_033026.5	chr7	-	82758574	83162592	25	PCLO
NM_033054.2	chr7	-	44962738	44978961	22	MYO1G
NM_033091.2	chr7	-	99892162	99919401	6	TRIM4
NM_033107.3	chr7	+	90346741	90385154	10	GTPBP10
NM_033128.3	chr7	+	12622875	12652715	14	SCIN
NM_033138.3	chr7	+	134867733	134968345	15	CALD1
NM_033139.3	chr7	+	134891620	134968345	13	CALD1
NM_033140.3	chr7	+	134891620	134968345	12	CALD1
NM_033157.3	chr7	+	134867733	134968345	15	CALD1
NM_033224.4	chr7	-	44884409	44885348	1	PURB
NM_033273.2	chr7	-	57119839	57132324	5	ZNF479
NM_033427.2	chr7	-	117711536	117873415	23	CTTNBP2
NM_033506.2	chr7	+	100586625	100600899	10	FBXO24
NM_033507.1	chr7	-	44145135	44159120	10	GCK
NM_033508.1	chr7	-	44145135	44158114	11	GCK
NM_052853.3	chr7	+	140673330	140694803	8	ADCK2
NM_052933.3	chr7	-	130669013	130685210	8	TSGA13
NM_053035.2	chr7	-	141006429	141010633	3	MRPS33
NM_053043.2	chr7	+	155644876	155775041	18	RBM33
NM_057095.2	chr7	+	99828115	99866001	13	CYP3A43
NM_057096.3	chr7	+	99828115	99865915	12	CYP3A43
NM_057168.1	chr7	+	121329292	121339345	4	WNT16
NM_058176.2	chr7	+	18496302	18954253	23	HDAC9
NM_058246.3	chr7	+	157358572	157416098	10	DNAJB6
NM_080385.4	chr7	+	130346485	130368597	13	CPA5
NM_080631.3	chr7	-	38726245	38909174	28	VPS41
NM_080660.3	chr7	-	139026543	139036017	5	ZC3HAV1L
NM_080744.1	chr7	-	76390058	76404439	11	SSC4D
NM_080871.3	chr7	-	151176111	151187722	6	ASB10
NM_080928.4	chr7	+	123614502	123636981	10	ASB15
NM_130442.3	chr7	-	36855550	36895014	7	ELMO1
NM_130759.3	chr7	+	150719047	150720925	3	GIMAP1
NM_130768.2	chr7	-	117363595	117427460	13	ASZ1
NM_130797.3	chr7	+	154052820	154892480	26	DPP6
NM_130840.2	chr7	-	138706623	138771247	21	ATP6V0A4
NM_130841.2	chr7	-	138706623	138771247	21	ATP6V0A4
NM_130842.3	chr7	-	157540713	158587669	22	PTPRN2
NM_130843.3	chr7	-	157540713	158587669	22	PTPRN2
NM_133436.3	chr7	-	97852258	97869156	13	ASNS
NM_133457.4	chr7	+	101363032	101557530	13	COL26A1
NM_133463.3	chr7	+	2700451	2712878	7	AMZ1
NM_133468.4	chr7	+	33905613	34153273	16	BMPER
NM_138290.2	chr7	+	87628823	87830030	12	RUNDC3B
NM_138295.3	chr7	-	47775142	47948440	57	PKD1L1
NM_138400.1	chr7	+	156949737	156969703	11	NOM1
NM_138403.4	chr7	-	101613474	101629118	8	MYL10
NM_138426.3	chr7	+	7969350	8086538	8	GLCCI1
NM_138434.2	chr7	+	150330404	150331115	1	ZBED6CL
NM_138445.3	chr7	+	1057515	1058517	2	GPR146
NM_138446.1	chr7	+	23299352	23309543	4	MALSU1
NM_138494.2	chr7	+	99560559	99573584	3	ZNF655
NM_138495.1	chr7	-	105607851	105665271	10	ATXN7L1
NM_138635.3	chr7	-	44830143	44847971	5	H2AFV
NM_138693.3	chr7	-	130733061	130734033	1	KLF14
NM_138701.3	chr7	-	40133058	40134567	2	MPLKIP
NM_138771.3	chr7	+	23611315	23643115	4	CCDC126
NM_138811.3	chr7	-	25135971	25179308	10	C7orf31
NM_139175.1	chr7	-	122697787	122698918	1	RNF133
NM_139179.3	chr7	-	6409836	6447842	15	DAGLB
NM_139315.2	chr7	-	100107245	100114209	15	TAF6
NM_139316.2	chr7	-	38384817	38631351	20	AMPH
NM_144648.1	chr7	+	134127367	134263975	20	LRGUK
NM_144727.2	chr7	-	151430047	151439917	4	CRYGN
NM_145030.2	chr7	-	100435359	100436374	4	PPP1R35
NM_145032.3	chr7	-	102813341	103029418	20	FBXL13
NM_145102.3	chr7	+	99506044	99532249	7	ZKSCAN5
NM_145111.3	chr7	-	99546685	99548407	2	FAM200A
NM_145115.2	chr7	+	99619606	99630020	8	ZSCAN25
NM_145230.3	chr7	+	149873918	149878771	4	ATP6V0E2
NM_145268.3	chr7	+	130207910	130216470	3	SSMEM1
NM_145292.3	chr7	+	151967246	152019801	9	GALNTL5
NM_145304.3	chr7	+	148590925	148615401	3	C7orf33
NM_145320.2	chr7	-	24800182	24892472	21	OSBPL3
NM_145321.2	chr7	-	24800182	24892472	21	OSBPL3
NM_145322.2	chr7	-	24800182	24892472	20	OSBPL3
NM_145695.2	chr7	-	14176823	14841263	24	DGKB
NM_145808.3	chr7	-	135929925	135977100	4	MTPN
NM_145872.2	chr7	+	95485971	95528375	3	ASB4
NM_145914.2	chr7	+	100057006	100064617	4	ZSCAN21
NM_147128.3	chr7	+	30285357	30362434	5	ZNRF2
NM_147185.2	chr7	+	91941099	92110159	50	AKAP9
NM_148842.2	chr7	-	75028031	75073737	11	RCC1L
NM_148898.3	chr7	+	114426511	114689926	18	FOXP2
NM_148899.3	chr7	+	114426511	114654042	9	FOXP2
NM_148900.3	chr7	+	114426511	114689926	18	FOXP2
NM_148912.3	chr7	-	73736558	73738797	6	ABHD11
NM_148913.3	chr7	-	73736558	73738797	6	ABHD11
NM_148956.3	chr7	-	73303414	73308790	10	NSUN5
NM_152411.3	chr7	-	149070422	149090640	4	ZNF786
NM_152556.2	chr7	-	112821743	112939750	5	BMT2
NM_152557.4	chr7	-	149474383	149497536	7	ZNF746
NM_152558.4	chr7	+	2559181	2610162	22	IQCE
NM_152559.2	chr7	-	73834742	73842140	6	WBSCR27
NM_152626.3	chr7	+	65373997	65399875	4	ZNF92
NM_152701.4	chr7	+	48171483	48645512	62	ABCA13
NM_152703.3	chr7	-	93131216	93135971	5	SAMD9L
NM_152706.3	chr7	-	88794180	88794942	2	C7orf62
NM_152739.3	chr7	-	27163602	27165457	2	HOXA9
NM_152740.3	chr7	-	27526213	27662788	8	HIBADH
NM_152742.2	chr7	-	100170229	100177199	10	GPC2
NM_152743.3	chr7	-	2538068	2554431	14	BRAT1
NM_152744.3	chr7	+	3301586	4265384	45	SDK1
NM_152745.2	chr7	+	8435713	8751769	3	NXPH1
NM_152748.3	chr7	-	86880470	86964908	21	KIAA1324L
NM_152749.3	chr7	-	105761377	105876558	4	ATXN7L1
NM_152750.4	chr7	+	105963318	106032697	19	CDHR3
NM_152754.2	chr7	-	84999439	85121891	17	SEMA3D
NM_152755.1	chr7	+	100119744	100124888	6	CNPY4
NM_152774.3	chr7	-	19722074	19772696	4	TMEM196
NM_152782.3	chr7	-	47987329	48028938	11	SUN3
NM_152789.3	chr7	-	92562281	92590291	11	FAM133B
NM_152793.2	chr7	+	30135136	30157548	3	MTURN
NM_152829.2	chr7	+	116234533	116257482	7	TES
NM_152892.2	chr7	+	102465080	102473049	15	LRWD1
NM_152898.2	chr7	-	19144861	19145362	1	FERD3L
NM_152913.2	chr7	-	98848055	98869861	8	TMEM130
NM_152992.2	chr7	-	76610212	76626064	5	POMZP3
NM_152998.2	chr7	-	148807645	148847298	19	EZH2
NM_152999.3	chr7	+	90225082	90232624	5	STEAP2
NM_153033.4	chr7	+	66629064	66639232	4	KCTD7
NM_153189.2	chr7	+	123953570	123959969	5	SPAM1
NM_153236.3	chr7	+	150519974	150520877	2	GIMAP7
NM_153247.2	chr7	+	5287816	5302939	11	SLC29A4
NM_153345.3	chr7	+	143285957	143286829	3	TMEM139
NM_153363.2	chr7	+	64249117	64266869	5	ZNF679
NM_153620.2	chr7	-	27095295	27095912	3	HOXA1
NM_153631.2	chr7	-	27107914	27110640	4	HOXA3
NM_170606.2	chr7	-	152136831	152435786	59	KMT2C
NM_170686.2	chr7	+	149147742	149179801	6	ZNF398
NM_172020.4	chr7	+	72926412	72946234	14	POM121
NM_172056.2	chr7	-	150949898	150977913	9	KCNH2
NM_172057.2	chr7	-	150945364	150955503	11	KCNH2
NM_172078.2	chr7	-	44220061	44325421	21	CAMK2B
NM_172079.2	chr7	-	44220061	44325421	20	CAMK2B
NM_172080.2	chr7	-	44220061	44325421	20	CAMK2B
NM_172081.2	chr7	-	44220061	44325421	19	CAMK2B
NM_172082.2	chr7	-	44220061	44325421	20	CAMK2B
NM_172083.2	chr7	-	44220061	44325421	18	CAMK2B
NM_172084.2	chr7	-	44220061	44325421	16	CAMK2B
NM_173054.2	chr7	-	103472811	103989356	64	RELN
NM_173059.2	chr7	+	100734168	100797732	46	ZAN
NM_173517.4	chr7	+	65873371	65954300	3	VKORC1L1
NM_173537.3	chr7	-	74796661	74836378	16	GTF2IRD2
NM_173564.3	chr7	+	100485311	100493903	7	NYAP1
NM_173565.3	chr7	-	5926367	5967116	21	RSPH10B
NM_173569.3	chr7	+	139231484	139297836	18	UBN2
NM_173678.2	chr7	+	143702994	143724730	7	TCAF2
NM_173680.3	chr7	+	150388470	150398095	3	ZNF775
NM_174929.2	chr7	+	44756249	44767623	17	ZMIZ2
NM_174959.3	chr7	-	138594609	138663087	12	SVOPL
NM_175061.3	chr7	-	27832799	28180577	5	JAZF1
NM_175064.2	chr7	+	44001025	44007768	7	SPDYE1
NM_175571.3	chr7	+	150466698	150477780	5	GIMAP8
NM_175884.4	chr7	-	106660188	106660896	1	CCDC71L
NM_175886.2	chr7	-	18026825	18027782	1	PRPS1L1
NM_175887.2	chr7	+	29566329	29566719	2	PRR15
NM_176813.4	chr7	-	16859581	16878618	8	AGR3
NM_176814.4	chr7	-	127371813	127391557	6	ZNF800
NM_176817.4	chr7	-	141972687	141973689	1	TAS2R38
NM_176881.2	chr7	+	143183418	143184435	1	TAS2R39
NM_176882.1	chr7	+	143222078	143223050	1	TAS2R40
NM_176883.2	chr7	+	143477872	143478796	1	TAS2R41
NM_177437.1	chr7	+	143443452	143444409	1	TAS2R60
NM_177455.3	chr7	+	98212309	98212879	1	BHLHA15
NM_177524.2	chr7	+	130495368	130505056	12	MEST
NM_177525.2	chr7	+	130495368	130505056	12	MEST
NM_178125.3	chr7	-	73312920	73324787	7	TRIM50
NM_178176.3	chr7	-	101195945	101200854	7	MOGAT3
NM_178238.3	chr7	+	100358302	100367377	4	PILRB
NM_178272.1	chr7	+	100373656	100399907	6	PILRA
NM_178273.1	chr7	+	100373656	100399604	5	PILRA
NM_178423.2	chr7	+	18496302	18996062	26	HDAC9
NM_178425.3	chr7	+	18496302	18996062	25	HDAC9
NM_178558.4	chr7	-	64521160	64562954	4	ZNF680
NM_178559.5	chr7	+	20651422	20755624	19	ABCB5
NM_178561.4	chr7	-	143755324	143757658	1	CTAGE6
NM_178562.4	chr7	+	129144980	129167874	8	TSPAN33
NM_178563.3	chr7	+	134987933	135135261	17	AGBL3
NM_178827.4	chr7	-	123452742	123512340	13	IQUB
NM_178829.4	chr7	+	142939546	142940587	2	C7orf34
NM_178831.6	chr7	-	100223617	100271983	5	GATS
NM_181349.2	chr7	-	99030583	99143780	18	SMURF1
NM_181471.2	chr7	-	74232105	74254383	11	RFC2
NM_181500.3	chr7	+	101816030	102283090	23	CUX1
NM_181538.2	chr7	-	99923544	99929620	2	GJC3
NM_181552.3	chr7	+	101817639	102249042	24	CUX1
NM_181581.2	chr7	+	107567070	107577560	8	DUS4L
NM_181646.3	chr7	+	88759976	89337032	4	ZNF804B
NM_181733.2	chr7	-	107203515	107563989	21	COG5
NM_181747.3	chr7	-	104168374	104207904	9	ORC5
NM_181775.3	chr7	-	132484815	132508693	5	PLXNA4
NM_181791.1	chr7	+	37740393	37741311	1	GPR141
NM_182489.1	chr7	+	135231978	135258492	9	STRA8
NM_182491.2	chr7	-	1153068	1158212	5	ZFAND2A
NM_182504.3	chr7	+	73861194	73865873	3	WBSCR28
NM_182529.3	chr7	-	108564190	108565976	3	THAP5
NM_182546.3	chr7	+	54542730	54569085	5	VSTM2A
NM_182547.3	chr7	-	44579478	44582206	5	TMED4
NM_182595.3	chr7	+	53035671	53036562	1	POM121L12
NM_182597.2	chr7	+	112484816	112489949	4	LSMEM1
NM_182633.2	chr7	+	55912636	55940006	7	ZNF713
NM_182691.2	chr7	-	105117837	105268843	15	SRPK2
NM_182692.2	chr7	-	105117837	105388806	16	SRPK2
NM_182697.2	chr7	-	129834936	129952555	5	UBE2H
NM_182700.5	chr7	-	20784289	20786798	2	SP8
NM_182715.2	chr7	-	106091804	106112208	5	SYPL1
NM_182762.3	chr7	-	20140945	20161862	7	MACC1
NM_182776.2	chr7	-	100092931	100099076	14	MCM7
NM_182898.3	chr7	+	28412914	28819279	11	CREB5
NM_182899.4	chr7	+	28494929	28819279	10	CREB5
NM_182924.3	chr7	-	1434595	1459326	17	MICALL2
NM_182931.2	chr7	+	105040952	105113333	27	KMT2E
NM_183243.2	chr7	-	128393006	128409901	15	IMPDH1
NM_183356.3	chr7	-	97852258	97869156	14	ASNS
NM_194071.3	chr7	-	137880475	138001705	12	CREB3L2
NM_194300.3	chr7	+	31553024	31652829	14	CCDC129
NM_194454.1	chr7	-	92200735	92242135	19	KRIT1
NM_194455.1	chr7	-	92200735	92242135	19	KRIT1
NM_194456.1	chr7	-	92200735	92242135	20	KRIT1
NM_197964.4	chr7	+	139341384	139345704	2	C7orf55
NM_198085.1	chr7	-	122701832	122702750	1	RNF148
NM_198097.3	chr7	-	6799223	6826197	15	CCZ1B
NM_198098.2	chr7	+	30911909	30923629	4	AQP1
NM_198151.2	chr7	-	93189266	93219494	9	HEPACAM2
NM_198212.2	chr7	+	116499781	116506159	2	CAV2
NM_198267.1	chr7	+	120950896	120956171	5	ING3
NM_198285.2	chr7	-	151381581	151409589	6	WDR86
NM_198336.2	chr7	+	155298285	155308358	6	INSIG1
NM_198337.2	chr7	+	155298285	155302829	4	INSIG1
NM_198403.3	chr7	-	4907395	4959017	7	MMD2
NM_198428.2	chr7	+	33146252	33605226	23	BBS9
NM_198455.2	chr7	+	149776041	149833829	108	SSPO
NM_198467.2	chr7	+	77696469	77779168	8	RSBN1L
NM_198495.2	chr7	+	144183503	144185837	1	CTAGE4
NM_198508.2	chr7	-	139453586	139483642	5	KLRG2
NM_198570.4	chr7	+	49775435	49912185	4	VWC2
NM_198571.2	chr7	-	101172078	101174807	4	NAT16
NM_198853.2	chr7	-	72959881	72966157	5	TRIM74
NM_198901.1	chr7	-	88206477	88226914	8	SRI
NM_198924.3	chr7	+	75398933	75405208	5	TRIM73
NM_198948.1	chr7	+	2244574	2251001	5	NUDT1
NM_198949.1	chr7	+	2242991	2251001	5	NUDT1
NM_198950.1	chr7	+	2244574	2251001	5	NUDT1
NM_198952.1	chr7	+	2242991	2251001	5	NUDT1
NM_198953.1	chr7	+	2244574	2251001	4	NUDT1
NM_198954.1	chr7	+	2242991	2251001	4	NUDT1
NM_198956.3	chr7	-	20784289	20785762	3	SP8
NM_198990.4	chr7	-	103103428	103128776	6	NAPEPLD
NM_198999.2	chr7	-	103374398	103421514	20	SLC26A5
NM_199000.2	chr7	+	104328779	104906215	3	LHFPL3
NM_199072.4	chr7	+	114922416	115015935	5	MDFIC
NM_199122.2	chr7	-	45100324	45109237	9	TBRG4
NM_199136.4	chr7	+	23680218	23702164	7	FAM221A
NM_199186.2	chr7	+	134661507	134679031	4	BPGM
NM_199349.2	chr7	-	128890232	128910676	21	KCP
NM_201282.1	chr7	+	55019277	55168529	16	EGFR
NM_201283.1	chr7	+	55019277	55156843	10	EGFR
NM_201284.1	chr7	+	55019277	55170544	16	EGFR
NM_201436.2	chr7	-	44834500	44847971	4	H2AFV
NM_201516.2	chr7	-	44834556	44847971	4	H2AFV
NM_201517.2	chr7	-	44834500	44847971	4	H2AFV
NM_203288.1	chr7	-	33095233	33109372	6	RP9
NM_203397.2	chr7	+	100127395	100128196	2	MBLAC1
NM_205855.3	chr7	-	135733974	135748580	4	FAM180A
NM_206883.2	chr7	-	103352909	103421514	20	SLC26A5
NM_206884.2	chr7	-	103352889	103421514	15	SLC26A5
NM_206885.2	chr7	-	103352889	103421514	10	SLC26A5
NM_207111.3	chr7	-	5622859	5761069	17	RNF216
NM_207113.2	chr7	-	140335411	140382526	15	SLC37A3
NM_207116.2	chr7	-	5622859	5761069	17	RNF216
NM_207163.1	chr7	+	123655963	123663745	3	LMOD2
NM_207172.1	chr7	+	34658412	34849655	9	NPSR1
NM_207173.1	chr7	+	34658412	34878184	9	NPSR1
NM_207336.1	chr7	-	149764713	149771032	5	ZNF467
NM_207342.2	chr7	-	22419803	22494855	5	STEAP1B
NM_207366.2	chr7	-	55795912	55861996	10	sep-14
NM_212460.3	chr7	+	12688254	12688857	2	ARL4A
NM_213603.2	chr7	+	99476456	99487488	5	ZNF789
NM_000015.2	chr8	+	18400003	18400876	2	NAT2
NM_000025.2	chr8	-	37964217	37966469	2	ADRB3
NM_000037.3	chr8	-	41661465	41797538	43	ANK1
NM_000067.2	chr8	+	85464081	85480789	7	CA2
NM_000127.2	chr8	-	117799711	118111046	11	EXT1
NM_000237.2	chr8	+	19939440	19965310	10	LPL
NM_000318.2	chr8	-	76983260	76984178	4	PEX2
NM_000349.2	chr8	-	38144272	38150818	7	STAR
NM_000370.3	chr8	-	63061251	63086021	5	TTPA
NM_000445.4	chr8	-	143916176	143975369	33	PLEC
NM_000497.3	chr8	-	142874372	142879813	9	CYP11B1
NM_000498.3	chr8	-	142911979	142917840	9	CYP11B2
NM_000503.5	chr8	-	71199339	71354905	18	EYA1
NM_000553.4	chr8	+	31058447	31173102	35	WRN
NM_000637.3	chr8	-	30679519	30727835	13	GSR
NM_000662.7	chr8	+	18222047	18222920	3	NAT1
NM_000680.3	chr8	-	26770148	26864969	3	ADRA1A
NM_000742.3	chr8	-	27461628	27471058	7	CHRNA2
NM_000749.3	chr8	+	42697546	42736618	6	CHRNB3
NM_000756.3	chr8	-	66176886	66177477	2	CRH
NM_000780.3	chr8	-	58491474	58500098	6	CYP7A1
NM_000825.3	chr8	-	25419418	25423342	3	GNRH1
NM_000837.1	chr8	+	143991223	143992841	7	GRINA
NM_000880.3	chr8	-	78733712	78804922	6	IL7
NM_000912.4	chr8	-	53229296	53251037	4	OPRK1
NM_000930.4	chr8	-	42175992	42193185	14	PLAT
NM_000971.3	chr8	-	73291043	73293612	7	RPL7
NM_000973.4	chr8	-	144789803	144792129	6	RPL8
NM_000989.3	chr8	-	98041800	98045367	5	RPL30
NM_001001481.2	chr8	-	73794101	73878909	7	UBE2W
NM_001001557.2	chr8	-	96144562	96160692	2	GDF6
NM_001001795.1	chr8	-	144527341	144528916	3	C8orf82
NM_001001924.2	chr8	-	17645925	17755807	15	MTUS1
NM_001001925.2	chr8	-	17645925	17755807	14	MTUS1
NM_001001931.2	chr8	-	17645925	17721901	12	MTUS1
NM_001002296.1	chr8	+	41490854	41507106	5	GOLGA7
NM_001002814.2	chr8	-	37862894	37899441	6	RAB11FIP1
NM_001002920.1	chr8	+	43292484	43356895	13	POTEA
NM_001003790.3	chr8	+	37737922	37745603	7	ERLIN2
NM_001003791.2	chr8	+	37737922	37745603	7	ERLIN2
NM_001003954.2	chr8	-	123681239	123737334	12	ANXA13
NM_001005365.2	chr8	+	43292484	43356895	14	POTEA
NM_001005504.1	chr8	-	166085	167024	1	OR4F21
NM_001007067.1	chr8	+	58565033	58581740	9	SDCBP
NM_001007068.1	chr8	+	58565033	58581740	9	SDCBP
NM_001007069.1	chr8	+	58565033	58581740	9	SDCBP
NM_001007070.1	chr8	+	58565033	58581740	9	SDCBP
NM_001007090.2	chr8	+	13566991	13567951	1	C8orf48
NM_001007176.4	chr8	+	49072830	49075247	5	C8orf22
NM_001008495.3	chr8	-	90625670	90645905	3	TMEM64
NM_001008539.3	chr8	+	17543339	17565146	12	SLC7A2
NM_001008710.2	chr8	+	30385092	30558949	9	RBPMS
NM_001008711.2	chr8	+	30385092	30558887	10	RBPMS
NM_001008712.2	chr8	+	30385092	30547423	7	RBPMS
NM_001009184.1	chr8	+	143991223	143992841	7	GRINA
NM_001009552.1	chr8	-	30786234	30812421	7	PPP2CB
NM_001010893.2	chr8	-	81693655	81694972	1	SLC10A5
NM_001010906.1	chr8	-	28023316	28074410	19	NUGGC
NM_001011667.2	chr8	+	56212850	56216505	5	CHCHD7
NM_001011668.2	chr8	+	56212850	56217435	5	CHCHD7
NM_001011669.2	chr8	+	56212869	56216505	5	CHCHD7
NM_001011670.2	chr8	+	56214613	56216505	4	CHCHD7
NM_001011671.2	chr8	+	56214613	56217435	4	CHCHD7
NM_001011720.1	chr8	+	70681058	70734424	5	XKR9
NM_001013626.2	chr8	-	66988382	67017747	6	PPP1R42
NM_001013842.2	chr8	+	22599720	22603306	7	C8orf58
NM_001015508.2	chr8	-	30996592	31032782	2	PURG
NM_001017420.2	chr8	+	27775514	27803438	11	ESCO2
NM_001017926.2	chr8	-	123253324	123255946	4	ZHX1
NM_001018003.2	chr8	+	22566420	22574728	10	SORBS3
NM_001023.3	chr8	-	56073089	56074383	4	RPS20
NM_001024372.1	chr8	+	103140897	103227993	2	BAALC
NM_001024380.1	chr8	-	38991331	38995503	4	TM2D2
NM_001024381.1	chr8	-	38991331	38995503	4	TM2D2
NM_001024678.3	chr8	-	144522474	144524974	5	LRRC24
NM_001024688.2	chr8	-	89935581	89981448	17	NBN
NM_001025252.2	chr8	-	80038115	80080453	6	TPD52
NM_001025253.2	chr8	-	80038115	80171443	8	TPD52
NM_001025357.2	chr8	+	116938243	116942701	2	AARD
NM_001026213.1	chr8	-	142874372	142879813	8	CYP11B1
NM_001029860.3	chr8	-	100133801	100145135	5	FBXO43
