ID	type	qualifier	systematicName	geneSymbol	alias	parent.feature.name	secondary.sgdid	chromosome	start	stop	strand	genetic.position	coordinate.version	sequence.version	description
S000032673	CDS					YIL077C		9	215953	214991	C	NA	2011-02-03	1994-12-10	
S000001338	gene	Verified	YIL076W	SEC28	ANU2	chromosome 9	L000004402	9	216658	217548	W	NA	2011-02-03	1994-12-10|2005-11-22	Epsilon-COP subunit of the coatomer; regulates retrograde Golgi-to-ER protein traffic; stabilizes Cop1p, the alpha-COP and the coatomer complex; non-essential for cell growth; protein abundance increases in response to DNA replication stress
S000032630	CDS					YIL076W		9	216658	217548	W	NA	2011-02-03	1994-12-10|2005-11-22	
S000001337	gene	Verified	YIL075C	RPN2	proteasome regulatory particle base subunit RPN2|SEN3	chromosome 9	L000001864	9	220700	217863	C	NA	2011-02-03	1994-12-10	Subunit of the 26S proteasome; substrate of the N-acetyltransferase Nat1p; protein abundance increases in response to DNA replication stress
S000031543	CDS					YIL075C		9	220700	217863	C	NA	2011-02-03	1994-12-10	
S000001336	gene	Verified	YIL074C	SER33	phosphoglycerate dehydrogenase SER33	chromosome 9	S000007458	9	222490	221081	C	NA	2011-02-03	1994-12-10	3-phosphoglycerate dehydrogenase; catalyzes the first step in serine and glycine biosynthesis; SER33 has a paralog, SER3, that arose from the whole genome duplication
S000031439	CDS					YIL074C		9	222490	221081	C	NA	2011-02-03	1994-12-10	
S000001335	gene	Verified	YIL073C	SPO22	ZIP4	chromosome 9		9	225954	222937	C	NA	2011-02-03	2003-09-27|1994-12-10	Meiosis-specific protein essential for chromosome synapsis, involved in completion of nuclear divisions during meiosis; induced early in meiosis
S000030517	CDS					YIL073C		9	225809	222937	C	NA	2011-02-03	2003-09-27	
S000030516	CDS					YIL073C		9	225954	225900	C	NA	2011-02-03	2003-09-27|1994-12-10	
S000030518	intron					YIL073C		9	225899	225810	C	NA	2011-02-03	2003-09-27	
S000001334	gene	Verified	YIL072W	HOP1		chromosome 9	L000000802	9	226602	228419	W	-59	2011-02-03	1994-12-10	Meiosis-specific protein required for chromosome synapsis; displays Red1p dependent localization to the unsynapsed axial-lateral elements of the synaptonemal complex; required for chiasma formation; in vitro, displays the ability to promote intra- and intermolecular synapsis between double-stranded DNA molecules and to fold DNA into rigid protein?DNA filaments
S000030472	CDS					YIL072W		9	226602	228419	W	NA	2011-02-03	1994-12-10	
S000028793	gene	Dubious	YIL071W-A			chromosome 9		9	228550	229026	W	NA	2011-02-03	2003-07-29	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data
S000033552	CDS					YIL071W-A		9	228550	229026	W	NA	2011-02-03	2003-07-29	
S000001333	gene	Verified	YIL071C	PCI8	YIL071W|CSN11|YIH1	chromosome 9	S000007580	9	229994	228660	C	NA	2011-02-03	1994-12-10	Possible shared subunit of Cop9 signalosome (CSN) and eIF3, binds eIF3b subunit Prt1p, has possible dual functions in transcriptional and translational control, contains a PCI (Proteasome-COP9 signalosome (CSN)-eIF3) domain
S000030209	CDS					YIL071C		9	229994	228660	C	NA	2011-02-03	1994-12-10	
S000001332	gene	Verified	YIL070C	MAM33		chromosome 9		9	231072	230272	C	NA	2011-02-03	1994-12-10	Acidic protein of the mitochondrial matrix involved in oxidative phosphorylation; related to the human complement receptor gC1q-R
S000037502	CDS					YIL070C		9	231072	230272	C	NA	2011-02-03	1994-12-10	
S000001331	gene	Verified	YIL069C	RPS24B	ribosomal 40S subunit protein S24B|S24e|S24B|RPS24EB	chromosome 9	L000002711	9	232369	231553	C	NA	2011-02-03	1994-12-10	Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S24, no bacterial homolog; RPS24B has a paralog, RPS24A, that arose from the whole genome duplication
S000036651	CDS					YIL069C		9	231957	231553	C	NA	2011-02-03	1994-12-10	
S000036650	CDS					YIL069C		9	232369	232367	C	NA	2011-02-03	1994-12-10	
S000036652	intron					YIL069C		9	232366	231958	C	NA	2011-02-03	1994-12-10	
S000028792	gene	Dubious	YIL068W-A			chromosome 9		9	233013	233396	W	NA	2011-02-03	2003-07-29	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data
S000033551	CDS					YIL068W-A		9	233013	233396	W	NA	2011-02-03	2003-07-29	
S000001330	gene	Verified	YIL068C	SEC6		chromosome 9	L000001832	9	235474	233057	C	NA	2011-02-03	1994-12-10	Essential 88kDa subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to active sites of exocytosis at the plasma membrane prior to SNARE-mediated fusion; anchors the assembled complex to sites of secretion; interacts with SM-like protein and SNARE regulator Sec1p and may recruit it to sites of secretion; interacts with Sec9p and inhibits formation of the t-SNARE complex between Sec9p and Sso1p
S000036567	CDS					YIL068C		9	235474	233057	C	NA	2011-02-03	1994-12-10	
S000028791	gene	Dubious	YIL066W-A			chromosome 9		9	237366	237809	W	NA	2011-02-03	2003-07-29	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data
S000033550	CDS					YIL066W-A		9	237366	237809	W	NA	2011-02-03	2003-07-29	
S000001329	gene	Uncharacterized	YIL067C			chromosome 9		9	237760	235724	C	NA	2011-02-03	1994-12-10	Uncharacterized protein of unknown function
S000035626	CDS					YIL067C		9	237760	235724	C	NA	2011-02-03	1994-12-10	
S000001328	gene	Verified	YIL066C	RNR3	ribonucleotide-diphosphate reductase subunit RNR3|RIR3|DIN1	chromosome 9	L000001644|L000001657	9	240708	238099	C	NA	2011-02-03	1994-12-10	Minor isoform of large subunit of ribonucleotide-diphosphate reductase; the RNR complex catalyzes rate-limiting step in dNTP synthesis, regulated by DNA replication and DNA damage checkpoint pathways via localization of small subunits; RNR3 has a paralog, RNR1, that arose from the whole genome duplication
S000035554	CDS					YIL066C		9	240708	238099	C	NA	2011-02-03	1994-12-10	
S000001327	gene	Verified	YIL065C	FIS1	MDV2	chromosome 9		9	241775	241308	C	NA	2011-02-03	1994-12-10	Protein involved in mitochondrial membrane fission and peroxisome abundance; required for localization of Dnm1p and Mdv1p during mitochondrial division; mediates ethanol-induced apoptosis and ethanol-induced mitochondrial fragmentation
S000035474	CDS					YIL065C		9	241775	241308	C	NA	2011-02-03	1994-12-10	
S000001326	gene	Verified	YIL064W	SEE1		chromosome 9		9	241943	242716	W	NA	2011-02-03	1994-12-10	Probable lysine methyltransferase involved in the dimethylation of eEF1A (Tef1p/Tef2p); sequence similarity to S-adenosylmethionine-dependent methyltransferases of the seven beta-strand family; role in vesicular transport
S000035414	CDS					YIL064W		9	241943	242716	W	NA	2011-02-03	1994-12-10	
S000001325	gene	Verified	YIL063C	YRB2		chromosome 9	L000002886	9	243744	242761	C	NA	2011-02-03	1994-12-10	Protein of unknown function; involved in nuclear processes of the Ran-GTPase cycle; involved in nuclear protein export; contains Ran Binding Domain and FxFG repeats; interacts with Srm1p, GTP-Gsp1p, Rna1p and Crm1p; relocalizes to the cytosol in response to hypoxia; not essential for viability
S000034323	CDS					YIL063C		9	243744	242761	C	NA	2011-02-03	1994-12-10	
S000001324	gene	Verified	YIL062C	ARC15		chromosome 9	L000004032	9	244462	243998	C	NA	2011-02-03	1994-12-10	Subunit of the ARP2/3 complex, which is required for the motility and integrity of cortical actin patches; has mRNA binding activity
S000034193	CDS					YIL062C		9	244462	243998	C	NA	2011-02-03	1994-12-10	
S000001323	gene	Verified	YIL061C	SNP1	U1 70K|U1-70K	chromosome 9	L000001954	9	245559	244657	C	NA	2011-02-03	1994-12-10	Component of U1 snRNP required for mRNA splicing via spliceosome; substrate of the arginine methyltransferase Hmt1p; may interact with poly(A) polymerase to regulate polyadenylation; homolog of human U1 70K protein; protein abundance increases in response to DNA replication stress
S000033301	CDS					YIL061C		9	245559	244657	C	NA	2011-02-03	1994-12-10	
S000119034	ARS		ARS923		ARSIX-246|ARS913.5	chromosome 9		9	245698	245935		NA	2011-02-03	2006-10-03	Autonomously Replicating Sequence
S000007012	long_terminal_repeat		YILWdelta2		YILCdelta2	chromosome 9		9	246220	246552	W	NA	2011-02-03	1994-12-10|2007-04-03	Ty2 LTR
S000001322	gene	Uncharacterized	YIL060W			chromosome 9		9	246392	246826	W	NA	2011-02-03	1994-12-10	Putative protein of unknown function; mutant accumulates less glycogen than does wild type; null mutation results in a decrease in plasma membrane electron transport; YIL060W is not an essential gene
S000033276	CDS					YIL060W		9	246392	246826	W	NA	2011-02-03	1994-12-10	
S000001320	gene	Dubious	YIL058W			chromosome 9		9	246914	247198	W	NA	2011-02-03	1994-12-10	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data
S000034459	CDS					YIL058W		9	246914	247198	W	NA	2011-02-03	1994-12-10	
S000001321	gene	Dubious	YIL059C			chromosome 9		9	246915	246550	C	NA	2011-02-03	1994-12-10	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YIL060W
S000034503	CDS					YIL059C		9	246915	246550	C	NA	2011-02-03	1994-12-10	
S000118397	ARS		ARS914		ARSIX-248	chromosome 9		9	247583	247803		NA	2011-02-03	2006-08-30	Autonomously Replicating Sequence
S000001319	gene	Verified	YIL057C	RGI2		chromosome 9		9	248396	247902	C	NA	2011-02-03	1994-12-10	Protein of unknown function; involved in energy metabolism under respiratory conditions; expression induced under carbon limitation and repressed under high glucose; RGI2 has a paralog, RGI1, that arose from the whole genome duplication
S000032397	CDS					YIL057C		9	248396	247902	C	NA	2011-02-03	1994-12-10	
S000130159	ARS		ARS915			chromosome 9		9	248396	248850		NA	2011-02-03	2009-05-07	Putative replication origin, identified in multiple array studies, not yet confirmed by plasmid-based assay
S000006735	tRNA		tS(UGA)I	SUP17		chromosome 9	L000002191|L000003869	9	248850	248931	W	-53	2011-02-03	1994-12-10	Serine tRNA (tRNA-Ser), predicted by tRNAscan-SE analysis; can mutate to suppress ochre nonsense mutations
S000034050	noncoding_exon					tS(UGA)I		9	248850	248931	W	NA	2011-02-03	1994-12-10	
S000001318	gene	Verified	YIL056W	VHR1		chromosome 9		9	249991	251913	W	NA	2011-02-03	1994-12-10	Transcriptional activator; required for the vitamin H-responsive element (VHRE) mediated induction of VHT1 (Vitamin H transporter) and BIO5 (biotin biosynthesis intermediate transporter) in response to low biotin concentrations; VHR1 has a paralog, VHR2, that arose from the whole genome duplication
S000032356	CDS					YIL056W		9	249991	251913	W	NA	2011-02-03	1994-12-10	
S000001317	gene	Uncharacterized	YIL055C			chromosome 9		9	253925	252042	C	NA	2011-02-03	1994-12-10	Putative protein of unknown function
S000031292	CDS					YIL055C		9	253925	252042	C	NA	2011-02-03	1994-12-10	
S000001316	gene	Uncharacterized	YIL054W			chromosome 9		9	254543	254860	W	NA	2011-02-03	1994-12-10	Protein of unknown function; expressed at both mRNA and protein levels
S000031254	CDS					YIL054W		9	254543	254860	W	NA	2011-02-03	1994-12-10	
S000001315	gene	Verified	YIL053W	RHR2	glycerol-1-phosphatase RHR2|GPP1	chromosome 9	L000003988	9	255115	255867	W	NA	2011-02-03	1994-12-10|2006-01-24	Constitutively expressed glycerol-1-phosphatase; involved in glycerol biosynthesis, induced in response to both anaerobic and osmotic stress; RHR2 has a paralog, HOR2, that arose from the whole genome duplication
S000031111	CDS					YIL053W		9	255115	255867	W	NA	2011-02-03	1994-12-10|2006-01-24	
S000001314	gene	Verified	YIL052C	RPL34B	ribosomal 60S subunit protein L34B|L34e|L34B	chromosome 9	L000004466	9	257063	256226	C	NA	2011-02-03	1994-12-10	Ribosomal 60S subunit protein L34B; homologous to mammalian ribosomal protein L34, no bacterial homolog; RPL34B has a paralog, RPL34A, that arose from the whole genome duplication
S000030947	CDS					YIL052C		9	256554	256226	C	NA	2011-02-03	1994-12-10	
S000030946	CDS					YIL052C		9	257063	257027	C	NA	2011-02-03	1994-12-10	
S000030948	intron					YIL052C		9	257026	256555	C	NA	2011-02-03	1994-12-10	
S000001313	gene	Verified	YIL051C	MMF1	IBM1	chromosome 9	L000004449	9	258280	257843	C	NA	2011-02-03	1994-12-10	Mitochondrial protein required for transamination of isoleucine; but not of valine or leucine; may regulate specificity of branched-chain transaminases Bat1p and Bat2p; interacts genetically with mitochondrial ribosomal protein genes; MMF1 has a paralog, HMF1, that arose from the whole genome duplication
S000029935	CDS					YIL051C		9	258280	257843	C	NA	2011-02-03	1994-12-10	
S000001312	gene	Verified	YIL050W	PCL7		chromosome 9	L000004039	9	258913	259770	W	NA	2011-02-03	1994-12-10	Pho85p cyclin of the Pho80p subfamily; forms a functional kinase complex with Pho85p which phosphorylates Mmr1p and is regulated by Pho81p; involved in glycogen metabolism, expression is cell-cycle regulated; PCL7 has a paralog, PCL6, that arose from the whole genome duplication
S000029899	CDS					YIL050W		9	258913	259770	W	NA	2011-02-03	1994-12-10	
S000001311	gene	Verified	YIL049W	DFG10		chromosome 9	L000004073	9	260158	260919	W	NA	2011-02-03	1994-12-10	Probable polyprenol reductase that catalyzes conversion of polyprenol to dolichol, the precursor for N-glycosylation; involved in filamentous growth; mutations in human ortholog SRD5A3 confer CDG (Congenital Disorders of Glycosylation)
S000030228	CDS					YIL049W		9	260158	260919	W	NA	2011-02-03	1994-12-10	
S000001310	gene	Verified	YIL048W	NEO1	putative aminophospholipid-translocating P4-type ATPase NEO1	chromosome 9	L000004112	9	261437	264892	W	NA	2011-02-03	1994-12-10	Putative aminophospholipid translocase (flippase) involved in endocytosis and vacuolar biogenesis; localizes to endosomes and the Golgi aparatus
S000030109	CDS					YIL048W		9	261437	264892	W	NA	2011-02-03	1994-12-10	
S000028790	gene	Dubious	YIL047C-A			chromosome 9		9	265467	265099	C	NA	2011-02-03	2003-07-29	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data
S000033549	CDS					YIL047C-A		9	265467	265099	C	NA	2011-02-03	2003-07-29	
S000001309	gene	Verified	YIL047C	SYG1		chromosome 9	L000002256	9	267823	265115	C	NA	2011-02-03	1994-12-10	Plasma membrane protein of unknown function; truncation and overexpression suppresses lethality of G-alpha protein deficiency
S000036323	CDS					YIL047C		9	267823	265115	C	NA	2011-02-03	1994-12-10	
S000028836	gene	Uncharacterized	YIL046W-A			chromosome 9		9	268309	268473	W	NA	2011-02-03	2003-07-29	Putative protein of unknown function; identified by expression profiling and mass spectrometry
S000034486	CDS					YIL046W-A		9	268309	268473	W	NA	2011-02-03	2003-07-29	
S000001308	gene	Verified	YIL046W	MET30	ZRG11	chromosome 9	L000001093	9	268651	270573	W	NA	2011-02-03	1994-12-10	F-box protein containing five copies of the WD40 motif, controls cell cycle function, sulfur metabolism, and methionine biosynthesis as part of the ubiquitin ligase complex; interacts with and regulates Met4p, localizes within the nucleus
S000036284	CDS					YIL046W		9	268651	270573	W	NA	2011-02-03	1994-12-10	
S000001307	gene	Verified	YIL045W	PIG2		chromosome 9	L000001437	9	271161	272777	W	NA	2011-02-03	1994-12-10	Putative type-1 protein phosphatase targeting subunit; tethers Glc7p type-1 protein phosphatase to Gsy2p glycogen synthase; PIG2 has a paralog, GIP2, that arose from the whole genome duplication
S000036173	CDS					YIL045W		9	271161	272777	W	NA	2011-02-03	1994-12-10	
S000001306	gene	Verified	YIL044C	AGE2	SAT2	chromosome 9	S000007503	9	273846	272950	C	NA	2011-02-03	1994-12-10	ADP-ribosylation factor (ARF) GTPase activating protein (GAP) effector, involved in Trans-Golgi-Network (TGN) transport; contains C2C2H2 cysteine/histidine motif
S000035184	CDS					YIL044C		9	273846	272950	C	NA	2011-02-03	1994-12-10	
S000001305	gene	Verified	YIL043C	CBR1	CBR5	chromosome 9	L000000229	9	274926	274072	C	NA	2011-02-03	1994-12-10|2006-01-23	Microsomal cytochrome b reductase, not essential for viability; also detected in mitochondria; mutation in conserved NADH binding domain of the human ortholog results in type I methemoglobinemia
S000035022	CDS					YIL043C		9	274926	274072	C	NA	2011-02-03	1994-12-10|2006-01-23	
S000001304	gene	Verified	YIL042C	PKP1		chromosome 9		9	276292	275108	C	NA	2011-02-03	1994-12-10	Mitochondrial protein kinase involved in negative regulation of pyruvate dehydrogenase complex activity by phosphorylating the ser-133 residue of the Pda1p subunit; acts in concert with kinase Pkp2p and phosphatases Ptc5p and Ptc6p
S000034870	CDS					YIL042C		9	276292	275108	C	NA	2011-02-03	1994-12-10	
S000001303	gene	Verified	YIL041W	GVP36		chromosome 9		9	276525	277505	W	NA	2011-02-03	1994-12-10	BAR domain-containing protein that localizes to both early and late Golgi vesicles; required for adaptation to varying nutrient concentrations, fluid-phase endocytosis, polarization of the actin cytoskeleton, and vacuole biogenesis
S000034047	CDS					YIL041W		9	276525	277505	W	NA	2011-02-03	1994-12-10	
S000001302	gene	Verified	YIL040W	APQ12		chromosome 9		9	277723	278139	W	NA	2011-02-03	1994-12-10	Protein required for nuclear envelope morphology, nuclear pore complex localization, mRNA export from the nucleus; exhibits synthetic lethal genetic interactions with genes involved in lipid metabolism
S000033887	CDS					YIL040W		9	277723	278139	W	NA	2011-02-03	1994-12-10	
S000001301	gene	Verified	YIL039W	TED1		chromosome 9		9	278426	279847	W	NA	2011-02-03	1994-12-10	Conserved phosphoesterase domain-containing protein that acts together with Emp24p/Erv25p in cargo exit from the ER; deletion confers sensitivity to 4-(N-(S-glutathionylacetyl)amino) phenylarsenoxide (GSAO)
S000035327	CDS					YIL039W		9	278426	279847	W	NA	2011-02-03	1994-12-10	
S000001300	gene	Verified	YIL038C	NOT3	CCR4-NOT core subunit NOT3	chromosome 9	L000001265	9	282652	280142	C	NA	2011-02-03	1994-12-10	Subunit of the CCR4-NOT complex, which is a global transcriptional regulator with roles in transcription initiation and elongation and in mRNA degradation
S000034315	CDS					YIL038C		9	282652	280142	C	NA	2011-02-03	1994-12-10	
S000001299	gene	Verified	YIL037C	PRM2		chromosome 9		9	284999	283029	C	NA	2011-02-03	1994-12-10	Pheromone-regulated protein, predicted to have 4 transmembrane segments and a coiled coil domain; regulated by Ste12p; required for efficient nuclear fusion
S000034252	CDS					YIL037C		9	284999	283029	C	NA	2011-02-03	1994-12-10	
S000001298	gene	Verified	YIL036W	CST6	SHF1|ACA2	chromosome 9	L000002995	9	285666	287429	W	NA	2011-02-03	1994-12-10	Basic leucine zipper (bZIP) transcription factor, in ATF/CREB family; mediates transcriptional activation of NCE103 (encoding carbonic anhydrase) in response to low CO2 levels such as in the ambient air; proposed to be a regulator of oleate responsive genes; involved in utilization of non-optimal carbon sources and chromosome stability; relocalizes to the cytosol in response to hypoxia; CST6 has a paralog, ACA1, that arose from the whole genome duplication
S000034215	CDS					YIL036W		9	285666	287429	W	NA	2011-02-03	1994-12-10	
S000001297	gene	Verified	YIL035C	CKA1	CK2 subunit	chromosome 9	L000000343	9	288908	287790	C	-29	2011-02-03	1994-12-10	Alpha catalytic subunit of casein kinase 2 (CK2), a Ser/Thr protein kinase with roles in cell growth and proliferation; CK2, comprised of CKA1, CKA2, CKB1 and CKB2, has many substrates including transcription factors and all RNA polymerases; regulates Fkh1p-mediated donor preference during mating-type switching
S000032136	CDS					YIL035C		9	288908	287790	C	NA	2011-02-03	1994-12-10	
S000001296	gene	Verified	YIL034C	CAP2		chromosome 9	L000000215	9	290089	289226	C	-28	2011-02-03	1994-12-10	Beta subunit of the capping protein heterodimer (Cap1p and Cap2p); capping protein (CP) binds to the barbed ends of actin filaments preventing further polymerization; localized predominantly to cortical actin patches; protein increases in abundance and relocalizes from bud neck to plasma membrane upon DNA replication stress
S000032026	CDS					YIL034C		9	290089	289226	C	NA	2011-02-03	1994-12-10	
S000001295	gene	Verified	YIL033C	BCY1	SRA1	chromosome 9	L000002044	9	291669	290419	C	-28	2011-02-03	1994-12-10	Regulatory subunit of the cyclic AMP-dependent protein kinase (PKA), a component of a signaling pathway that controls a variety of cellular processes, including metabolism, cell cycle, stress response, stationary phase, and sporulation
S000031897	CDS					YIL033C		9	291669	290419	C	NA	2011-02-03	1994-12-10	
S000001294	gene	Dubious	YIL032C			chromosome 9		9	292317	291961	C	NA	2011-02-03	1994-12-10	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data
S000030897	CDS					YIL032C		9	292317	291961	C	NA	2011-02-03	1994-12-10	
S000001293	gene	Verified	YIL031W	ULP2	SMT4	chromosome 9	L000001939	9	292633	295737	W	NA	2011-02-03	1994-12-10	Peptidase that deconjugates Smt3/SUMO-1 peptides from proteins, plays a role in chromosome cohesion at centromeric regions and recovery from checkpoint arrest induced by DNA damage or DNA replication defects; potential Cdc28p substrate
S000030862	CDS					YIL031W		9	292633	295737	W	NA	2011-02-03	1994-12-10	
S000028789	gene	Dubious	YIL030W-A			chromosome 9		9	295565	295903	W	NA	2011-02-03	2003-07-29	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YIL031W.
S000033536	CDS					YIL030W-A		9	295565	295903	W	NA	2011-02-03	2003-07-29	
S000028788	gene	Dubious	YIL029W-A			chromosome 9		9	299735	300106	W	NA	2011-02-03	2003-07-29	Dubious ORF unlikely to encode a functional protein, based on available experimental and comparative sequence data
S000033533	CDS					YIL029W-A		9	299735	300106	W	NA	2011-02-03	2003-07-29	
S000001292	gene	Verified	YIL030C	SSM4	E3 ubiquitin-protein ligase SSM4|KIS3|DOA10	chromosome 9	L000002087	9	300009	296050	C	NA	2011-02-03	1994-12-10	Ubiquitin-protein ligase involved in ER-associated protein degradation; located in the ER/nuclear envelope; ssm4 mutation suppresses mRNA instability caused by an rna14 mutation
S000030668	CDS					YIL030C		9	300009	296050	C	NA	2011-02-03	1994-12-10	
S000006624	tRNA		tK(CUU)I			chromosome 9	L000003874	9	300300	300228	C	NA	2011-02-03	1994-12-10|2011-02-03	Lysine tRNA (tRNA-Lys), predicted by tRNAscan-SE analysis; a small portion is imported into mitochondria via interaction with mt lysyl-tRNA synthetase Msk1p and is necessary to decode AAG codons at high temperature, when base modification of mt-encoded tRNA-Lys is reduced
S000036023	noncoding_exon					tK(CUU)I		9	300300	300228	C	NA	2011-02-03	1994-12-10|2011-02-03	
S000007013	long_terminal_repeat		YILCdelta3			chromosome 9		9	300727	300409	C	NA	2011-02-03	1994-12-10	Ty1 LTR
S000001291	gene	Uncharacterized	YIL029C			chromosome 9		9	301257	300829	C	NA	2011-02-03	1994-12-10	Putative protein of unknown function; deletion confers sensitivity to 4-(N-(S-glutathionylacetyl)amino) phenylarsenoxide (GSAO); YIL029C has a paralog, YPR071W, that arose from a single-locus duplication
S000031121	CDS					YIL029C		9	301257	300829	C	NA	2011-02-03	1994-12-10	
S000001290	gene	Dubious	YIL028W			chromosome 9		9	302100	302498	W	NA	2011-02-03	1994-12-10	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data
S000031076	CDS					YIL028W		9	302100	302498	W	NA	2011-02-03	1994-12-10	
S000001289	gene	Verified	YIL027C	EMC5	KRE27	chromosome 9		9	304104	303679	C	NA	2011-02-03	1994-12-10	Member of conserved ER transmembrane complex; required for efficient folding of proteins in the ER; null mutant displays induction of the unfolded protein response, and also shows K1 killer toxin resistance; homologous to worm B0334.15/EMC-5, fly CG15168, human MMGT
S000030935	CDS					YIL027C		9	304104	303679	C	NA	2011-02-03	1994-12-10	
S000001288	gene	Verified	YIL026C	IRR1	SCC3	chromosome 9	L000003590	9	307929	304477	C	NA	2011-02-03	1994-12-10	Subunit of the cohesin complex; which is required for sister chromatid cohesion during mitosis and meiosis and interacts with centromeres and chromosome arms; relocalizes to the cytosol in response to hypoxia; essential for viability
S000029925	CDS					YIL026C		9	307929	304477	C	NA	2011-02-03	1994-12-10	
S000001287	gene	Dubious	YIL025C			chromosome 9		9	308575	308201	C	NA	2011-02-03	1994-12-10	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data
S000029834	CDS					YIL025C		9	308575	308201	C	NA	2011-02-03	1994-12-10	
S000001286	gene	Uncharacterized	YIL024C			chromosome 9		9	309171	308602	C	NA	2011-02-03	1994-12-10	Putative protein of unknown function; non-essential gene; expression directly regulated by the metabolic and meiotic transcriptional regulator Ume6p
S000037819	CDS					YIL024C		9	309171	308602	C	NA	2011-02-03	1994-12-10	
S000001285	gene	Verified	YIL023C	YKE4	Zn(2+) transporter YKE4	chromosome 9		9	310426	309386	C	NA	2011-02-03	1994-12-10	Zinc transporter; localizes to the ER; null mutant is sensitive to calcofluor white, leads to zinc accumulation in cytosol; ortholog of the mouse KE4 and member of the ZIP (ZRT, IRT-like Protein) family
S000035957	CDS					YIL023C		9	310426	309386	C	NA	2011-02-03	1994-12-10	
S000001284	gene	Verified	YIL022W	TIM44	MPI1|MIM44|ISP45	chromosome 9	L000001138	9	311165	312460	W	NA	2011-02-03	1994-12-10	Essential component of the Translocase of the Inner Mitochondrial membrane (TIM23 complex); tethers the import motor and regulatory factors (PAM complex) to the translocation channel (Tim23p-Tim17p core complex)
S000035916	CDS					YIL022W		9	311165	312460	W	NA	2011-02-03	1994-12-10	
S000001283	gene	Verified	YIL021W	RPB3	B44	chromosome 9	L000001677|L000001589	9	312905	313861	W	-17	2011-02-03	1994-12-10	RNA polymerase II third largest subunit B44, part of central core; similar to prokaryotic alpha subunit
S000035800	CDS					YIL021W		9	312905	313861	W	NA	2011-02-03	1994-12-10	
S000028656	gene	Dubious	YIL021C-A			chromosome 9		9	313468	313199	C	NA	2011-02-03	2003-07-29	Dubious ORF unlikely to encode a protein, based on available experimental and comparative sequence data; completely overlaps verified gene RPB3/YIL021W; identified by gene-trapping, expression analysis, and genome-wide homology searching
S000032459	CDS					YIL021C-A		9	313468	313199	C	NA	2011-02-03	2003-07-29	
S000130160	ARS		ARS918			chromosome 9		9	313861	314035		NA	2011-02-03	2009-05-07	Putative replication origin, identified in multiple array studies, not yet confirmed by plasmid-based assay
S000028787	gene	Dubious	YIL020C-A			chromosome 9		9	314051	313713	C	NA	2011-02-03	2003-07-29	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data
S000033532	CDS					YIL020C-A		9	314051	313713	C	NA	2011-02-03	2003-07-29	
S000001282	gene	Verified	YIL020C	HIS6	1-(5-phosphoribosyl)-5- ((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase HIS6	chromosome 9	L000000783	9	314820	314035	C	-17	2011-02-03	1994-12-10	Phosphoribosyl-5-amino-1-phosphoribosyl-4-imidazolecarboxiamide isomerase, catalyzes the fourth step in histidine biosynthesis; mutations cause histidine auxotrophy and sensitivity to Cu, Co, and Ni salts
S000034720	CDS					YIL020C		9	314820	314035	C	NA	2011-02-03	1994-12-10	
S000001281	gene	Verified	YIL019W	FAF1		chromosome 9		9	315093	316133	W	NA	2011-02-03	1994-12-10	Protein required for pre-rRNA processing and 40S ribosomal subunit assembly
S000036117	CDS					YIL019W		9	315093	316133	W	NA	2011-02-03	1994-12-10	
S000001280	gene	Verified	YIL018W	RPL2B	ribosomal 60S subunit protein L2B|L2|rp8|YL6|L5B|L2B|LOT2|RPL5A	chromosome 9	L000001707	9	316768	317932	W	NA	2011-02-03	1994-12-10	Ribosomal 60S subunit protein L2B; homologous to mammalian ribosomal protein L2 and bacterial L2; RPL2B has a paralog, RPL2A, that arose from the whole genome duplication; expression is upregulated at low temperatures
S000036024	CDS					YIL018W		9	316768	316771	W	NA	2011-02-03	1994-12-10	
S000036025	CDS					YIL018W		9	317172	317932	W	NA	2011-02-03	1994-12-10	
S000036026	intron					YIL018W		9	316772	317171	W	NA	2011-02-03	1994-12-10	
S000001279	gene	Verified	YIL017C	VID28	glucose-induced degradation complex subunit VID28|YIL017W|GID5	chromosome 9		9	320965	318200	C	NA	2011-02-03	1994-12-10	GID Complex subunit, serves as adaptor for regulatory subunit Vid24p; protein involved in proteasome-dependent catabolite degradation of fructose-1,6-bisphosphatase (FBPase); localized to the nucleus and the cytoplasm
